edge_id,pair_key,relation,source_id,target_id,inverse_relation,evidence
ED01856,L00928,file_member_of_equivalence_class,F0090,EQ006,equivalence_class_contains_file,Multiple exact schedule candidates for Acumen label project5 tampered; source hash not embedded.
ED01857,L00929,equivalence_class_contains_file,EQ007,F0010,file_member_of_equivalence_class,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01858,L00929,file_member_of_equivalence_class,F0010,EQ007,equivalence_class_contains_file,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01859,L00930,equivalence_class_contains_file,EQ007,F0081,file_member_of_equivalence_class,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01860,L00930,file_member_of_equivalence_class,F0081,EQ007,equivalence_class_contains_file,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01861,L00931,equivalence_class_contains_file,EQ007,F0082,file_member_of_equivalence_class,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01862,L00931,file_member_of_equivalence_class,F0082,EQ007,equivalence_class_contains_file,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01863,L00932,equivalence_class_contains_file,EQ007,F0090,file_member_of_equivalence_class,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01864,L00932,file_member_of_equivalence_class,F0090,EQ007,equivalence_class_contains_file,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01865,L00933,equivalence_class_contains_file,EQ008,F0010,file_member_of_equivalence_class,Workbook identifies Project5_TAMPERED and focus event 145 but has no row-level source hash.
ED01866,L00933,file_member_of_equivalence_class,F0010,EQ008,equivalence_class_contains_file,Workbook identifies Project5_TAMPERED and focus event 145 but has no row-level source hash.
ED01867,L00934,equivalence_class_contains_file,EQ008,F0081,file_member_of_equivalence_class,Workbook identifies Project5_TAMPERED and focus event 145 but has no row-level source hash.
ED01868,L00934,file_member_of_equivalence_class,F0081,EQ008,equivalence_class_contains_file,Workbook identifies Project5_TAMPERED and focus event 145 but has no row-level source hash.
ED01869,L00935,equivalence_class_contains_file,EQ008,F0082,file_member_of_equivalence_class,Workbook identifies Project5_TAMPERED and focus event 145 but has no row-level source hash.
ED01870,L00935,file_member_of_equivalence_class,F0082,EQ008,equivalence_class_contains_file,Workbook identifies Project5_TAMPERED and focus event 145 but has no row-level source hash.
ED01871,L00936,equivalence_class_contains_file,EQ008,F0090,file_member_of_equivalence_class,Workbook identifies Project5_TAMPERED and focus event 145 but has no row-level source hash.
ED01872,L00936,file_member_of_equivalence_class,F0090,EQ008,equivalence_class_contains_file,Workbook identifies Project5_TAMPERED and focus event 145 but has no row-level source hash.
ED01873,L00937,equivalence_class_contains_file,EQ009,F0010,file_member_of_equivalence_class,All four Project5 payloads reproduce the 19 UID/name sensitivity rows; workbook embeds no source hash.
ED01874,L00937,file_member_of_equivalence_class,F0010,EQ009,equivalence_class_contains_file,All four Project5 payloads reproduce the 19 UID/name sensitivity rows; workbook embeds no source hash.
ED01875,L00938,equivalence_class_contains_file,EQ009,F0081,file_member_of_equivalence_class,All four Project5 payloads reproduce the 19 UID/name sensitivity rows; workbook embeds no source hash.
ED01876,L00938,file_member_of_equivalence_class,F0081,EQ009,equivalence_class_contains_file,All four Project5 payloads reproduce the 19 UID/name sensitivity rows; workbook embeds no source hash.
ED01877,L00939,equivalence_class_contains_file,EQ009,F0082,file_member_of_equivalence_class,All four Project5 payloads reproduce the 19 UID/name sensitivity rows; workbook embeds no source hash.
ED01878,L00939,file_member_of_equivalence_class,F0082,EQ009,equivalence_class_contains_file,All four Project5 payloads reproduce the 19 UID/name sensitivity rows; workbook embeds no source hash.
ED01879,L00940,equivalence_class_contains_file,EQ009,F0090,file_member_of_equivalence_class,All four Project5 payloads reproduce the 19 UID/name sensitivity rows; workbook embeds no source hash.
ED01880,L00940,file_member_of_equivalence_class,F0090,EQ009,equivalence_class_contains_file,All four Project5 payloads reproduce the 19 UID/name sensitivity rows; workbook embeds no source hash.
ED01881,L00941,equivalence_class_contains_file,EQ010,F0077,file_member_of_equivalence_class,Workbook identifies USA OTB Master IMS and focus UID 152 but has no per-task rows to distinguish leveled variants.
ED01882,L00941,file_member_of_equivalence_class,F0077,EQ010,equivalence_class_contains_file,Workbook identifies USA OTB Master IMS and focus UID 152 but has no per-task rows to distinguish leveled variants.
ED01883,L00942,equivalence_class_contains_file,EQ010,F0109,file_member_of_equivalence_class,Workbook identifies USA OTB Master IMS and focus UID 152 but has no per-task rows to distinguish leveled variants.
ED01884,L00942,file_member_of_equivalence_class,F0109,EQ010,equivalence_class_contains_file,Workbook identifies USA OTB Master IMS and focus UID 152 but has no per-task rows to distinguish leveled variants.
ED01885,L00943,equivalence_class_contains_file,EQ010,F0110,file_member_of_equivalence_class,Workbook identifies USA OTB Master IMS and focus UID 152 but has no per-task rows to distinguish leveled variants.
ED01886,L00943,file_member_of_equivalence_class,F0110,EQ010,equivalence_class_contains_file,Workbook identifies USA OTB Master IMS and focus UID 152 but has no per-task rows to distinguish leveled variants.
ED01887,L00944,equivalence_class_contains_file,EQ010,F0111,file_member_of_equivalence_class,Workbook identifies USA OTB Master IMS and focus UID 152 but has no per-task rows to distinguish leveled variants.
ED01888,L00944,file_member_of_equivalence_class,F0111,EQ010,equivalence_class_contains_file,Workbook identifies USA OTB Master IMS and focus UID 152 but has no per-task rows to distinguish leveled variants.
ED01889,L00945,equivalence_class_contains_file,EQ011,F0010,file_member_of_equivalence_class,All four Project5 payloads reproduce the 126 UID/name per-task rows; workbook embeds no source hash.
ED01890,L00945,file_member_of_equivalence_class,F0010,EQ011,equivalence_class_contains_file,All four Project5 payloads reproduce the 126 UID/name per-task rows; workbook embeds no source hash.
ED01891,L00946,equivalence_class_contains_file,EQ011,F0081,file_member_of_equivalence_class,All four Project5 payloads reproduce the 126 UID/name per-task rows; workbook embeds no source hash.
ED01892,L00946,file_member_of_equivalence_class,F0081,EQ011,equivalence_class_contains_file,All four Project5 payloads reproduce the 126 UID/name per-task rows; workbook embeds no source hash.
ED01893,L00947,equivalence_class_contains_file,EQ011,F0082,file_member_of_equivalence_class,All four Project5 payloads reproduce the 126 UID/name per-task rows; workbook embeds no source hash.
ED01894,L00947,file_member_of_equivalence_class,F0082,EQ011,equivalence_class_contains_file,All four Project5 payloads reproduce the 126 UID/name per-task rows; workbook embeds no source hash.
ED01895,L00948,equivalence_class_contains_file,EQ011,F0090,file_member_of_equivalence_class,All four Project5 payloads reproduce the 126 UID/name per-task rows; workbook embeds no source hash.
ED01896,L00948,file_member_of_equivalence_class,F0090,EQ011,equivalence_class_contains_file,All four Project5 payloads reproduce the 126 UID/name per-task rows; workbook embeds no source hash.
ED01897,L00949,equivalence_class_contains_file,EQ012,F0010,file_member_of_equivalence_class,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01898,L00949,file_member_of_equivalence_class,F0010,EQ012,equivalence_class_contains_file,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01899,L00950,equivalence_class_contains_file,EQ012,F0081,file_member_of_equivalence_class,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01900,L00950,file_member_of_equivalence_class,F0081,EQ012,equivalence_class_contains_file,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01901,L00951,equivalence_class_contains_file,EQ012,F0082,file_member_of_equivalence_class,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01902,L00951,file_member_of_equivalence_class,F0082,EQ012,equivalence_class_contains_file,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01903,L00952,equivalence_class_contains_file,EQ012,F0090,file_member_of_equivalence_class,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01904,L00952,file_member_of_equivalence_class,F0090,EQ012,equivalence_class_contains_file,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01905,L00953,equivalence_class_contains_file,EQ013,F0010,file_member_of_equivalence_class,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01906,L00953,file_member_of_equivalence_class,F0010,EQ013,equivalence_class_contains_file,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01907,L00954,equivalence_class_contains_file,EQ013,F0081,file_member_of_equivalence_class,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01908,L00954,file_member_of_equivalence_class,F0081,EQ013,equivalence_class_contains_file,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01909,L00955,equivalence_class_contains_file,EQ013,F0082,file_member_of_equivalence_class,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01910,L00955,file_member_of_equivalence_class,F0082,EQ013,equivalence_class_contains_file,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01911,L00956,equivalence_class_contains_file,EQ013,F0090,file_member_of_equivalence_class,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01912,L00956,file_member_of_equivalence_class,F0090,EQ013,equivalence_class_contains_file,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01913,L00957,equivalence_class_contains_file,EQ014,F0010,file_member_of_equivalence_class,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01914,L00957,file_member_of_equivalence_class,F0010,EQ014,equivalence_class_contains_file,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01915,L00958,equivalence_class_contains_file,EQ014,F0081,file_member_of_equivalence_class,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01916,L00958,file_member_of_equivalence_class,F0081,EQ014,equivalence_class_contains_file,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01917,L00959,equivalence_class_contains_file,EQ014,F0082,file_member_of_equivalence_class,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01918,L00959,file_member_of_equivalence_class,F0082,EQ014,equivalence_class_contains_file,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01919,L00960,equivalence_class_contains_file,EQ014,F0090,file_member_of_equivalence_class,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01920,L00960,file_member_of_equivalence_class,F0090,EQ014,equivalence_class_contains_file,Multiple schedule files reproduce the same SSI UID/name/date rows; workbook does not embed source hash.
ED01921,L00961,equivalence_class_contains_file,EQ015,F0078,file_member_of_equivalence_class,Multiple exact schedule candidates for Acumen label large test file; source hash not embedded.
ED01922,L00961,file_member_of_equivalence_class,F0078,EQ015,equivalence_class_contains_file,Multiple exact schedule candidates for Acumen label large test file; source hash not embedded.
ED01923,L00962,equivalence_class_contains_file,EQ015,F0080,file_member_of_equivalence_class,Multiple exact schedule candidates for Acumen label large test file; source hash not embedded.
ED01924,L00962,file_member_of_equivalence_class,F0080,EQ015,equivalence_class_contains_file,Multiple exact schedule candidates for Acumen label large test file; source hash not embedded.
ED01925,L00963,family_contains_file,FAM001,F0026,file_member_of_family,EVM1–EVM2 cost-loaded set
ED01926,L00963,file_member_of_family,F0026,FAM001,family_contains_file,EVM1–EVM2 cost-loaded set
ED01927,L00964,family_contains_file,FAM001,F0027,file_member_of_family,EVM1–EVM2 cost-loaded set
ED01928,L00964,file_member_of_family,F0027,FAM001,family_contains_file,EVM1–EVM2 cost-loaded set
ED01929,L00965,family_contains_file,FAM001,F0028,file_member_of_family,EVM1–EVM2 cost-loaded set
ED01930,L00965,file_member_of_family,F0028,FAM001,family_contains_file,EVM1–EVM2 cost-loaded set
ED01931,L00966,family_contains_file,FAM001,F0029,file_member_of_family,EVM1–EVM2 cost-loaded set
ED01932,L00966,file_member_of_family,F0029,FAM001,family_contains_file,EVM1–EVM2 cost-loaded set
ED01933,L00967,family_contains_file,FAM001,F0030,file_member_of_family,EVM1–EVM2 cost-loaded set
ED01934,L00967,file_member_of_family,F0030,FAM001,family_contains_file,EVM1–EVM2 cost-loaded set
ED01935,L00968,family_contains_file,FAM001,F0031,file_member_of_family,EVM1–EVM2 cost-loaded set
ED01936,L00968,file_member_of_family,F0031,FAM001,family_contains_file,EVM1–EVM2 cost-loaded set
ED01937,L00969,family_contains_file,FAM001,F0032,file_member_of_family,EVM1–EVM2 cost-loaded set
ED01938,L00969,file_member_of_family,F0032,FAM001,family_contains_file,EVM1–EVM2 cost-loaded set
ED01939,L00970,family_contains_file,FAM001,F0033,file_member_of_family,EVM1–EVM2 cost-loaded set
ED01940,L00970,file_member_of_family,F0033,FAM001,family_contains_file,EVM1–EVM2 cost-loaded set
ED01941,L00971,family_contains_file,FAM001,F0034,file_member_of_family,EVM1–EVM2 cost-loaded set
ED01942,L00971,file_member_of_family,F0034,FAM001,family_contains_file,EVM1–EVM2 cost-loaded set
ED01943,L00972,family_contains_file,FAM001,F0035,file_member_of_family,EVM1–EVM2 cost-loaded set
ED01944,L00972,file_member_of_family,F0035,FAM001,family_contains_file,EVM1–EVM2 cost-loaded set
ED01945,L00973,family_contains_file,FAM002,F0104,file_member_of_family,Five-task SSI feature battery / UID 4
ED01946,L00973,file_member_of_family,F0104,FAM002,family_contains_file,Five-task SSI feature battery / UID 4
ED01947,L00974,family_contains_file,FAM002,F0172,file_member_of_family,Five-task SSI feature battery / UID 4
ED01948,L00974,file_member_of_family,F0172,FAM002,family_contains_file,Five-task SSI feature battery / UID 4
ED01949,L00975,family_contains_file,FAM002,F0173,file_member_of_family,Five-task SSI feature battery / UID 4
ED01950,L00975,file_member_of_family,F0173,FAM002,family_contains_file,Five-task SSI feature battery / UID 4
ED01951,L00976,family_contains_file,FAM002,F0174,file_member_of_family,Five-task SSI feature battery / UID 4
ED01952,L00976,file_member_of_family,F0174,FAM002,family_contains_file,Five-task SSI feature battery / UID 4
ED01953,L00977,family_contains_file,FAM003,F0036,file_member_of_family,Hard File progression
ED01954,L00977,file_member_of_family,F0036,FAM003,family_contains_file,Hard File progression
ED01955,L00978,family_contains_file,FAM003,F0037,file_member_of_family,Hard File progression
ED01956,L00978,file_member_of_family,F0037,FAM003,family_contains_file,Hard File progression
ED01957,L00979,family_contains_file,FAM003,F0038,file_member_of_family,Hard File progression
ED01958,L00979,file_member_of_family,F0038,FAM003,family_contains_file,Hard File progression
ED01959,L00980,family_contains_file,FAM003,F0039,file_member_of_family,Hard File progression
ED01960,L00980,file_member_of_family,F0039,FAM003,family_contains_file,Hard File progression
ED01961,L00981,family_contains_file,FAM003,F0040,file_member_of_family,Hard File progression
ED01962,L00981,file_member_of_family,F0040,FAM003,family_contains_file,Hard File progression
ED01963,L00982,family_contains_file,FAM003,F0041,file_member_of_family,Hard File progression
ED01964,L00982,file_member_of_family,F0041,FAM003,family_contains_file,Hard File progression
ED01965,L00983,family_contains_file,FAM003,F0042,file_member_of_family,Hard File progression
ED01966,L00983,file_member_of_family,F0042,FAM003,family_contains_file,Hard File progression
ED01967,L00984,family_contains_file,FAM003,F0043,file_member_of_family,Hard File progression
ED01968,L00984,file_member_of_family,F0043,FAM003,family_contains_file,Hard File progression
ED01969,L00985,family_contains_file,FAM003,F0044,file_member_of_family,Hard File progression
ED01970,L00985,file_member_of_family,F0044,FAM003,family_contains_file,Hard File progression
ED01971,L00986,family_contains_file,FAM003,F0045,file_member_of_family,Hard File progression
ED01972,L00986,file_member_of_family,F0045,FAM003,family_contains_file,Hard File progression
ED01973,L00987,family_contains_file,FAM003,F0046,file_member_of_family,Hard File progression
ED01974,L00987,file_member_of_family,F0046,FAM003,family_contains_file,Hard File progression
ED01975,L00988,family_contains_file,FAM003,F0047,file_member_of_family,Hard File progression
ED01976,L00988,file_member_of_family,F0047,FAM003,family_contains_file,Hard File progression
ED01977,L00989,family_contains_file,FAM003,F0048,file_member_of_family,Hard File progression
ED01978,L00989,file_member_of_family,F0048,FAM003,family_contains_file,Hard File progression
ED01979,L00990,family_contains_file,FAM003,F0049,file_member_of_family,Hard File progression
ED01980,L00990,file_member_of_family,F0049,FAM003,family_contains_file,Hard File progression
ED01981,L00991,family_contains_file,FAM003,F0050,file_member_of_family,Hard File progression
ED01982,L00991,file_member_of_family,F0050,FAM003,family_contains_file,Hard File progression
ED01983,L00992,family_contains_file,FAM003,F0051,file_member_of_family,Hard File progression
ED01984,L00992,file_member_of_family,F0051,FAM003,family_contains_file,Hard File progression
ED01985,L00993,family_contains_file,FAM003,F0052,file_member_of_family,Hard File progression
ED01986,L00993,file_member_of_family,F0052,FAM003,family_contains_file,Hard File progression
ED01987,L00994,family_contains_file,FAM003,F0053,file_member_of_family,Hard File progression
ED01988,L00994,file_member_of_family,F0053,FAM003,family_contains_file,Hard File progression
ED01989,L00995,family_contains_file,FAM003,F0054,file_member_of_family,Hard File progression
ED01990,L00995,file_member_of_family,F0054,FAM003,family_contains_file,Hard File progression
ED01991,L00996,family_contains_file,FAM003,F0055,file_member_of_family,Hard File progression
ED01992,L00996,file_member_of_family,F0055,FAM003,family_contains_file,Hard File progression
ED01993,L00997,family_contains_file,FAM003,F0056,file_member_of_family,Hard File progression
ED01994,L00997,file_member_of_family,F0056,FAM003,family_contains_file,Hard File progression
ED01995,L00998,family_contains_file,FAM003,F0057,file_member_of_family,Hard File progression
ED01996,L00998,file_member_of_family,F0057,FAM003,family_contains_file,Hard File progression
ED01997,L00999,family_contains_file,FAM003,F0058,file_member_of_family,Hard File progression
ED01998,L00999,file_member_of_family,F0058,FAM003,family_contains_file,Hard File progression
ED01999,L01000,family_contains_file,FAM003,F0059,file_member_of_family,Hard File progression
ED02000,L01000,file_member_of_family,F0059,FAM003,family_contains_file,Hard File progression
ED02001,L01001,family_contains_file,FAM003,F0060,file_member_of_family,Hard File progression
ED02002,L01001,file_member_of_family,F0060,FAM003,family_contains_file,Hard File progression
ED02003,L01002,family_contains_file,FAM003,F0061,file_member_of_family,Hard File progression
ED02004,L01002,file_member_of_family,F0061,FAM003,family_contains_file,Hard File progression
ED02005,L01003,family_contains_file,FAM003,F0062,file_member_of_family,Hard File progression
ED02006,L01003,file_member_of_family,F0062,FAM003,family_contains_file,Hard File progression
ED02007,L01004,family_contains_file,FAM003,F0063,file_member_of_family,Hard File progression
ED02008,L01004,file_member_of_family,F0063,FAM003,family_contains_file,Hard File progression
ED02009,L01005,family_contains_file,FAM003,F0064,file_member_of_family,Hard File progression
ED02010,L01005,file_member_of_family,F0064,FAM003,family_contains_file,Hard File progression
ED02011,L01006,family_contains_file,FAM003,F0065,file_member_of_family,Hard File progression
ED02012,L01006,file_member_of_family,F0065,FAM003,family_contains_file,Hard File progression
ED02013,L01007,family_contains_file,FAM003,F0066,file_member_of_family,Hard File progression
ED02014,L01007,file_member_of_family,F0066,FAM003,family_contains_file,Hard File progression
ED02015,L01008,family_contains_file,FAM003,F0139,file_member_of_family,Hard File progression
ED02016,L01008,file_member_of_family,F0139,FAM003,family_contains_file,Hard File progression
ED02017,L01009,family_contains_file,FAM003,F0140,file_member_of_family,Hard File progression
ED02018,L01009,file_member_of_family,F0140,FAM003,family_contains_file,Hard File progression
ED02019,L01010,family_contains_file,FAM004,F0067,file_member_of_family,Large Project2 Acumen report set
ED02020,L01010,file_member_of_family,F0067,FAM004,family_contains_file,Large Project2 Acumen report set
ED02021,L01011,family_contains_file,FAM004,F0068,file_member_of_family,Large Project2 Acumen report set
ED02022,L01011,file_member_of_family,F0068,FAM004,family_contains_file,Large Project2 Acumen report set
ED02023,L01012,family_contains_file,FAM004,F0069,file_member_of_family,Large Project2 Acumen report set
ED02024,L01012,file_member_of_family,F0069,FAM004,family_contains_file,Large Project2 Acumen report set
ED02025,L01013,family_contains_file,FAM004,F0070,file_member_of_family,Large Project2 Acumen report set
ED02026,L01013,file_member_of_family,F0070,FAM004,family_contains_file,Large Project2 Acumen report set
ED02027,L01014,family_contains_file,FAM004,F0071,file_member_of_family,Large Project2 Acumen report set
ED02028,L01014,file_member_of_family,F0071,FAM004,family_contains_file,Large Project2 Acumen report set
ED02029,L01015,family_contains_file,FAM004,F0072,file_member_of_family,Large Project2 Acumen report set
ED02030,L01015,file_member_of_family,F0072,FAM004,family_contains_file,Large Project2 Acumen report set
ED02031,L01016,family_contains_file,FAM004,F0073,file_member_of_family,Large Project2 Acumen report set
ED02032,L01016,file_member_of_family,F0073,FAM004,family_contains_file,Large Project2 Acumen report set
ED02033,L01017,family_contains_file,FAM005,F0005,file_member_of_family,Large Test File / UID 152
ED02034,L01017,file_member_of_family,F0005,FAM005,family_contains_file,Large Test File / UID 152
ED02035,L01018,family_contains_file,FAM005,F0006,file_member_of_family,Large Test File / UID 152
ED02036,L01018,file_member_of_family,F0006,FAM005,family_contains_file,Large Test File / UID 152
ED02037,L01019,family_contains_file,FAM005,F0007,file_member_of_family,Large Test File / UID 152
ED02038,L01019,file_member_of_family,F0007,FAM005,family_contains_file,Large Test File / UID 152
ED02039,L01020,family_contains_file,FAM005,F0074,file_member_of_family,Large Test File / UID 152
ED02040,L01020,file_member_of_family,F0074,FAM005,family_contains_file,Large Test File / UID 152
ED02041,L01021,family_contains_file,FAM005,F0075,file_member_of_family,Large Test File / UID 152
ED02042,L01021,file_member_of_family,F0075,FAM005,family_contains_file,Large Test File / UID 152
ED02043,L01022,family_contains_file,FAM005,F0076,file_member_of_family,Large Test File / UID 152
ED02044,L01022,file_member_of_family,F0076,FAM005,family_contains_file,Large Test File / UID 152
ED02045,L01023,family_contains_file,FAM005,F0077,file_member_of_family,Large Test File / UID 152
ED02046,L01023,file_member_of_family,F0077,FAM005,family_contains_file,Large Test File / UID 152
ED02047,L01024,family_contains_file,FAM005,F0078,file_member_of_family,Large Test File / UID 152
ED02048,L01024,file_member_of_family,F0078,FAM005,family_contains_file,Large Test File / UID 152
ED02049,L01025,family_contains_file,FAM005,F0079,file_member_of_family,Large Test File / UID 152
ED02050,L01025,file_member_of_family,F0079,FAM005,family_contains_file,Large Test File / UID 152
ED02051,L01026,family_contains_file,FAM005,F0080,file_member_of_family,Large Test File / UID 152
ED02052,L01026,file_member_of_family,F0080,FAM005,family_contains_file,Large Test File / UID 152
ED02053,L01027,family_contains_file,FAM005,F0109,file_member_of_family,Large Test File / UID 152
ED02054,L01027,file_member_of_family,F0109,FAM005,family_contains_file,Large Test File / UID 152
ED02055,L01028,family_contains_file,FAM005,F0110,file_member_of_family,Large Test File / UID 152
ED02056,L01028,file_member_of_family,F0110,FAM005,family_contains_file,Large Test File / UID 152
ED02057,L01029,family_contains_file,FAM005,F0111,file_member_of_family,Large Test File / UID 152
ED02058,L01029,file_member_of_family,F0111,FAM005,family_contains_file,Large Test File / UID 152
ED02059,L01030,family_contains_file,FAM005,F0137,file_member_of_family,Large Test File / UID 152
ED02060,L01030,file_member_of_family,F0137,FAM005,family_contains_file,Large Test File / UID 152
ED02061,L01031,family_contains_file,FAM005,F0141,file_member_of_family,Large Test File / UID 152
ED02062,L01031,file_member_of_family,F0141,FAM005,family_contains_file,Large Test File / UID 152
ED02063,L01032,family_contains_file,FAM005,F0142,file_member_of_family,Large Test File / UID 152
ED02064,L01032,file_member_of_family,F0142,FAM005,family_contains_file,Large Test File / UID 152
ED02065,L01033,family_contains_file,FAM005,F0167,file_member_of_family,Large Test File / UID 152
ED02066,L01033,file_member_of_family,F0167,FAM005,family_contains_file,Large Test File / UID 152
ED02067,L01034,family_contains_file,FAM005,F0168,file_member_of_family,Large Test File / UID 152
ED02068,L01034,file_member_of_family,F0168,FAM005,family_contains_file,Large Test File / UID 152
ED02069,L01035,family_contains_file,FAM005,F0169,file_member_of_family,Large Test File / UID 152
ED02070,L01035,file_member_of_family,F0169,FAM005,family_contains_file,Large Test File / UID 152
ED02071,L01036,family_contains_file,FAM005,F0170,file_member_of_family,Large Test File / UID 152
ED02072,L01036,file_member_of_family,F0170,FAM005,family_contains_file,Large Test File / UID 152
ED02073,L01037,family_contains_file,FAM005,F0171,file_member_of_family,Large Test File / UID 152
ED02074,L01037,file_member_of_family,F0171,FAM005,family_contains_file,Large Test File / UID 152
ED02075,L01038,family_contains_file,FAM006,F0105,file_member_of_family,Margin and contingency references
ED02076,L01038,file_member_of_family,F0105,FAM006,family_contains_file,Margin and contingency references
ED02077,L01039,family_contains_file,FAM006,F0112,file_member_of_family,Margin and contingency references
ED02078,L01039,file_member_of_family,F0112,FAM006,family_contains_file,Margin and contingency references
ED02079,L01040,family_contains_file,FAM006,F0113,file_member_of_family,Margin and contingency references
ED02080,L01040,file_member_of_family,F0113,FAM006,family_contains_file,Margin and contingency references
ED02081,L01041,family_contains_file,FAM006,F0114,file_member_of_family,Margin and contingency references
ED02082,L01041,file_member_of_family,F0114,FAM006,family_contains_file,Margin and contingency references
ED02083,L01042,family_contains_file,FAM007,F0106,file_member_of_family,Methodology and reporting references
ED02084,L01042,file_member_of_family,F0106,FAM007,family_contains_file,Methodology and reporting references
ED02085,L01043,family_contains_file,FAM007,F0107,file_member_of_family,Methodology and reporting references
ED02086,L01043,file_member_of_family,F0107,FAM007,family_contains_file,Methodology and reporting references
ED02087,L01044,family_contains_file,FAM007,F0108,file_member_of_family,Methodology and reporting references
ED02088,L01044,file_member_of_family,F0108,FAM007,family_contains_file,Methodology and reporting references
ED02089,L01045,family_contains_file,FAM007,F0115,file_member_of_family,Methodology and reporting references
ED02090,L01045,file_member_of_family,F0115,FAM007,family_contains_file,Methodology and reporting references
ED02091,L01046,family_contains_file,FAM007,F0116,file_member_of_family,Methodology and reporting references
ED02092,L01046,file_member_of_family,F0116,FAM007,family_contains_file,Methodology and reporting references
ED02093,L01047,family_contains_file,FAM007,F0117,file_member_of_family,Methodology and reporting references
ED02094,L01047,file_member_of_family,F0117,FAM007,family_contains_file,Methodology and reporting references
ED02095,L01048,family_contains_file,FAM007,F0118,file_member_of_family,Methodology and reporting references
ED02096,L01048,file_member_of_family,F0118,FAM007,family_contains_file,Methodology and reporting references
ED02097,L01049,family_contains_file,FAM007,F0119,file_member_of_family,Methodology and reporting references
ED02098,L01049,file_member_of_family,F0119,FAM007,family_contains_file,Methodology and reporting references
ED02099,L01050,family_contains_file,FAM007,F0122,file_member_of_family,Methodology and reporting references
ED02100,L01050,file_member_of_family,F0122,FAM007,family_contains_file,Methodology and reporting references
ED02101,L01051,family_contains_file,FAM007,F0123,file_member_of_family,Methodology and reporting references
ED02102,L01051,file_member_of_family,F0123,FAM007,family_contains_file,Methodology and reporting references
ED02103,L01052,family_contains_file,FAM007,F0124,file_member_of_family,Methodology and reporting references
ED02104,L01052,file_member_of_family,F0124,FAM007,family_contains_file,Methodology and reporting references
ED02105,L01053,family_contains_file,FAM007,F0125,file_member_of_family,Methodology and reporting references
ED02106,L01053,file_member_of_family,F0125,FAM007,family_contains_file,Methodology and reporting references
ED02107,L01054,family_contains_file,FAM007,F0126,file_member_of_family,Methodology and reporting references
ED02108,L01054,file_member_of_family,F0126,FAM007,family_contains_file,Methodology and reporting references
ED02109,L01055,family_contains_file,FAM007,F0129,file_member_of_family,Methodology and reporting references
ED02110,L01055,file_member_of_family,F0129,FAM007,family_contains_file,Methodology and reporting references
ED02111,L01056,family_contains_file,FAM007,F0143,file_member_of_family,Methodology and reporting references
ED02112,L01056,file_member_of_family,F0143,FAM007,family_contains_file,Methodology and reporting references
ED02113,L01057,family_contains_file,FAM008,F0001,file_member_of_family,Project2–Project5 progression
ED02114,L01057,file_member_of_family,F0001,FAM008,family_contains_file,Project2–Project5 progression
ED02115,L01058,family_contains_file,FAM008,F0002,file_member_of_family,Project2–Project5 progression
